fig_num,bricklink_id
fig-005386,sh0422
fig-005387,sh0421
fig-005388,sh0387
fig-005389,sh0386
fig-005390,sh0388
fig-005391,sh0385
fig-005392,sh0479
fig-005393,sh0480
fig-005394,sh0412
fig-005395,sh0413
fig-005396,sh0410
fig-005397,sh0411
fig-005398,sh0426
fig-005399,sh0433
fig-005400,sh0436
fig-005401,sh0435
fig-005402,sh0438
fig-005403,sh0439
fig-005404,sh0437
fig-005405,sh0471
fig-005406,sh0472
fig-005407,sh0470
fig-005408,sh0459
fig-005409,sh0457
fig-005410,sh0460
fig-005411,sh0458
fig-005412,sh0456
fig-005413,sh0525
fig-005414,sh0524
fig-005415,sh0526
fig-005416,sh0483
fig-005417,sh0484
fig-005418,sh0482
fig-005419,sh0481
fig-005420,sh0492
fig-005421,sh0493
fig-005422,sh0486
fig-005423,sh0485
fig-005424,sh0475
fig-005425,sh0474
fig-005426,sh0504
fig-005427,sh0506
fig-005428,sh0497
fig-005429,sh0499
fig-005430,sh0498
fig-005431,sh0500
fig-005432,sh0503
fig-005433,sh0505
fig-005434,sh0466
fig-005435,sh0512
fig-005436,sh0511
fig-005437,sh0502
fig-005438,sh0501
fig-005439,sh0494
fig-005440,sh0495
fig-005441,sh0468
fig-005442,sh0469
fig-005443,sh0467
fig-005444,sh0478
fig-005445,sh0477
fig-005446,sh0476
fig-005447,30533c02
fig-005448,sh0529
fig-005449,sh0530
fig-005450,sh0528
fig-005451,sh0516
fig-005452,sh0518
fig-005453,pi092
fig-005454,sh0496
fig-005455,sh0508
fig-005456,sh0509
fig-005457,sh0507
fig-005458,sh0510
fig-005459,pi136
fig-005460,sh0567
fig-005461,pi135b
fig-005462,sh0565
fig-005463,sh0566
fig-005464,pi087
fig-005465,pi090
fig-005466,sh0562
fig-005467,sh0563
fig-005468,sh0564
fig-005469,pi118
fig-005470,sh0561
fig-005471,sh0560
fig-005472,sh0596
fig-005473,sh0595
fig-005474,sh0588
fig-005475,sh0594
fig-005476,pi104
fig-005477,sh0589
fig-005478,sh0592
fig-005479,sh0591
fig-005480,sh0590
fig-005481,sh0587
fig-005482,sh0549
fig-005483,sh0550
fig-005484,sh0551
fig-005485,sh0552
fig-005486,sh0557
fig-005487,sh0559
fig-005488,sh0556
fig-005489,sh0544
fig-005490,sh0536
fig-005491,sh0543
fig-005492,sh0542
fig-005493,sh0538
fig-005494,sh0537
fig-005495,sh0539
fig-005497,sh0540
fig-005498,sh0541
fig-005499,pi066
fig-005500,pi066a
fig-005501,pi069
fig-005502,pi070
fig-005503,pi006
fig-005505,idea065
fig-005506,idea067
fig-005507,idea071
fig-005508,idea069
fig-005509,idea066
fig-005510,idea070
fig-005511,gen141
fig-005512,idea068
fig-005513,idea072
fig-005514,pi008
fig-005515,pi164
fig-005516,pi086
fig-005517,pi086
fig-005518,pi177
fig-005519,pi157
fig-005520,pi121
fig-005521,pi036
fig-005522,pi034
fig-005523,pi035
fig-005524,pi037
fig-005525,pi054
fig-005526,pi053
fig-005527,pi172
fig-005528,pi057
fig-005529,pi101
fig-005530,pi143
fig-005531,pi126
fig-005532,pi056
fig-005533,pi056
fig-005534,pi058
fig-005535,pi165
fig-005536,pi050
fig-005537,pi047
fig-005538,pi048
fig-005539,pi051
fig-005540,pi052
fig-005541,pi049
fig-005542,pi147
fig-005543,pi106
fig-005544,pi131
fig-005545,pi132
fig-005546,pi133
fig-005547,pi134
fig-005548,pi083
fig-005549,pi105
fig-005550,pi113
fig-005551,pi139
fig-005552,pi140b
fig-005553,pi184
fig-005554,pi183
fig-005555,pi082
fig-005556,pi127
fig-005557,pi115
fig-005558,pi099
fig-005559,pi108
fig-005560,pi103
fig-005561,pi145
fig-005562,pi144
fig-005563,pi137b
fig-005564,pi120
fig-005565,pi180
fig-005566,sh0546
fig-005567,sh0548
fig-005568,sh0547
fig-005569,sh0545
fig-005570,sh0574
fig-005571,sh0577
fig-005572,sh0576
fig-005573,sh0555
fig-005574,sh0573
fig-005575,sh0585a
fig-005576,sh0606
fig-005577,sh0580
fig-005578,sh0583
fig-005579,sh0581
fig-005580,sh0582
fig-005581,sh0578
fig-005582,sh0579
fig-005583,sh0553
fig-005584,sh0568
fig-005585,sh0569
fig-005586,sh0572
fig-005587,sh0570
fig-005588,sh0571
fig-005589,sh0622
fig-005590,sh0628
fig-005591,sh0623
fig-005592,sh0613
fig-005593,sh0612
fig-005594,sh0607
fig-005595,sh0608
fig-005596,sh0609
fig-005597,sh0614b
fig-005598,sh0620
fig-005599,sh0615
fig-005600,sh0616
fig-005601,sh0618
fig-005602,sh0617
fig-005603,sh0611
fig-005604,sh0610
fig-005605,sh0626
fig-005606,sh0624
fig-005607,sh0627
fig-005608,sh0625
fig-005609,sh0632
fig-005610,sh0633
fig-005611,sh0597a
fig-005612,sh0399
fig-005613,sh0401
fig-005614,sh0400
fig-005615,sh0532
fig-005616,sh0209
fig-005617,sh0138
fig-005618,sh0137
fig-005619,sh0115
fig-005620,sh0043
fig-005621,sh0042
fig-005622,sh0002
fig-005623,sh0232
fig-005624,loc053
fig-005625,loc127
fig-005626,loc010
fig-005627,loc008
fig-005628,loc007
fig-005630,loc005
fig-005631,loc016
fig-005632,loc018
fig-005633,loc027
fig-005634,loc043
fig-005635,loc041
fig-005636,loc045
fig-005637,loc044
fig-005638,loc042
fig-005639,loc039
fig-005640,loc038
fig-005641,loc037
fig-005642,loc036
fig-005643,loc028
fig-005644,loc035
fig-005645,loc021
fig-005646,loc034
fig-005647,loc025
fig-005648,loc022
fig-005649,loc023
fig-005650,loc024
fig-005651,loc019
fig-005652,loc011
fig-005653,loc012
fig-005654,loc026
fig-005655,loc030
fig-005656,loc033
fig-005657,loc032
fig-005658,loc056
fig-005659,loc063
fig-005660,loc066
fig-005661,loc059
fig-005662,loc060
fig-005663,loc061
fig-005664,loc055
fig-005665,loc064
fig-005666,loc058
fig-005667,loc054
fig-005669,loc050
fig-005670,loc130
fig-005671,loc067
fig-005672,loc065
fig-005673,loc099
fig-005674,loc098
fig-005675,loc097
fig-005676,loc080
fig-005677,loc081
fig-005678,loc069
fig-005679,loc070
fig-005680,loc086
fig-005681,loc089
fig-005682,loc107
fig-005683,loc073
fig-005684,loc079
fig-005685,loc076
fig-005686,loc075
fig-005687,loc077
fig-005688,loc074
fig-005689,loc085
fig-005690,loc084
fig-005691,loc090
fig-005692,loc088
fig-005693,loc092
fig-005694,loc083
fig-005695,loc093
fig-005696,loc151
fig-005697,loc158
fig-005698,loc159
fig-005699,loc157
fig-005700,loc080
fig-005701,loc096
fig-005702,loc149
fig-005703,loc154
fig-005704,loc140
fig-005705,loc141
fig-005706,loc138
fig-005707,loc143
fig-005708,loc139
fig-005709,loc135
fig-005710,loc137
fig-005711,loc136
fig-005712,loc133
fig-005713,loc131
fig-005714,loc132
fig-005715,loc128
fig-005716,loc107
fig-005717,loc129
fig-005718,loc102
fig-005719,loc101
fig-005720,loc103
fig-005721,loc124
fig-005722,loc125
fig-005723,loc126
fig-005724,loc123
fig-005725,loc121
fig-005726,loc122
fig-005727,loc118
fig-005728,loc119
fig-005729,loc120
fig-005730,loc115
fig-005731,loc117
fig-005732,loc116
fig-005733,loc144
fig-005734,loc145
fig-005735,loc150
fig-005736,loc153
fig-005737,loc156
fig-005738,loc155
fig-005739,loc152
fig-005740,loc146
fig-005741,loc112
fig-005742,loc109
fig-005743,loc106
fig-005745,loc160
fig-005746,sh0112a
fig-005747,tnt053
fig-005748,dis043
fig-005749,dis045
fig-005750,dis046
fig-005751,dis044
fig-005752,dis042
fig-005753,dis019
fig-005754,dis020
fig-005755,dis021
fig-005756,dis022
fig-005757,dis023
fig-005758,sw0424
fig-005759,sw0598
fig-005760,gen016
fig-005761,aqu018
fig-005762,aqu017
fig-005763,aqu016a
fig-005764,aqu015a
fig-005765,frnd0693
fig-005766,aqu024
fig-005767,aqu019
fig-005768,frnd0691
fig-005769,aqu012
fig-005770,aqu031
fig-005771,aqu011
fig-005772,frnd0674
fig-005773,aqu007
fig-005774,aqu006
fig-005775,cas269
fig-005776,cas268
fig-005777,cas266
fig-005778,cas267
fig-005779,cas270
fig-005780,sp005new
fig-005781,pi079
fig-005782,sp003new2
fig-005783,poc032
fig-005784,poc017
fig-005785,poc031
fig-005786,poc033
fig-005787,poc026
fig-005788,poc015
fig-005789,poc005
fig-005790,poc009
fig-005791,poc008
fig-005792,poc010
fig-005793,poc004
fig-005794,poc003
fig-005795,poc002
fig-005796,poc012
fig-005797,poc014
fig-005798,poc018
fig-005799,poc023
fig-005800,poc027
fig-005801,poc040
fig-005802,poc042
fig-005803,poc041
fig-005804,poc038
fig-005805,poc036
fig-005806,poc037
fig-005807,poc039
fig-005808,poc035
fig-005809,poc006
fig-005810,gen038
fig-005811,poc022
fig-005812,poc013
fig-005813,poc007
fig-005814,poc021
fig-005815,poc025
fig-005816,poc020
fig-005817,poc016
fig-005818,poc019
fig-005819,poc028
fig-005820,idea002
fig-005821,idea022
fig-005822,idea020
fig-005823,idea021
fig-005824,idea023
fig-005825,idea024
fig-005826,idea049
fig-005827,idea050
fig-005828,iaj023
fig-005829,iaj002
fig-005830,iaj045
fig-005831,iaj039
fig-005832,iaj041
fig-005833,iaj042
fig-005834,iaj043
fig-005835,iaj012
fig-005836,gen021a
fig-005837,iaj044
fig-005838,iaj036
fig-005839,iaj020
fig-005840,iaj037
fig-005841,iaj038
fig-005842,iaj005
fig-005843,iaj006
fig-005844,iaj004
fig-005845,iaj007
fig-005846,gen018
fig-005847,iaj003
fig-005848,iaj025
fig-005849,iaj033
fig-005850,iaj032
fig-005851,iaj031
fig-005852,iaj034
fig-005853,iaj035
fig-005854,iaj018
fig-005855,iaj017
fig-005856,iaj013
fig-005857,iaj019
fig-005858,iaj021
fig-005859,iaj014
fig-005860,iaj008
fig-005861,iaj009
fig-005862,iaj010
fig-005863,iaj029
fig-005864,iaj024
fig-005865,iaj026
fig-005866,iaj027
fig-005867,iaj028
fig-005868,iaj022
fig-005869,iaj015
fig-005870,iaj016
fig-005871,iaj011
fig-005872,gen021
fig-005874,cty0508
fig-005875,cty0507
fig-005876,cas538
fig-005877,gen066
fig-005878,rac054
fig-005879,rac055
fig-005880,sh0196
fig-005881,sh0203
fig-005882,twn233
fig-005883,twn235
fig-005884,twn234
fig-005885,gen067
fig-005886,pi146
fig-005887,pi088
fig-005888,lor049
fig-005889,lor029
fig-005890,lor052
fig-005891,lor051
fig-005892,lor050
fig-005893,lor041
fig-005894,lor039
fig-005895,lor048
fig-005896,lor040
fig-005897,lor038
fig-005898,lor100
fig-005899,lor099
fig-005900,lor102
fig-005901,lor101
fig-005902,lor098
fig-005903,lor055
fig-005904,lor054
fig-005905,lor053
fig-005906,lor056
fig-005907,lor075
fig-005908,lor077
fig-005909,lor076
fig-005910,lor089
fig-005911,lor088
fig-005912,lor081
fig-005913,lor082
fig-005914,lor090
fig-005915,lor036
fig-005916,lor037
fig-005917,lor034
fig-005918,lor084
fig-005919,lor086
fig-005920,lor085
fig-005921,lor083
fig-005922,lor080
fig-005923,lor078
fig-005924,lor079
fig-005925,lor107
fig-005926,lor110
fig-005927,lor109
fig-005928,lor106
fig-005929,lor042
fig-005930,lor047
fig-005931,lor044
fig-005932,lor043
fig-005933,lor032
fig-005934,lor046
fig-005935,lor045
fig-005936,lor094
fig-005937,lor093
fig-005938,lor095
fig-005939,lor097
fig-005940,lor096
fig-005941,lor105
fig-005942,lor103
fig-005943,lor104
fig-005944,stu008
fig-005945,hrf007
fig-005946,stu005
fig-005947,stu006
fig-005948,soc045
fig-005949,cop005
fig-005950,pln099
fig-005951,gen026
fig-005953,frnd0206
fig-005955,frnd0205
fig-005957,dp036
fig-005958,njo0217
fig-005959,njo0213
fig-005960,njo0214
fig-005961,njo0206
fig-005962,njo0205
fig-005963,sh0355
fig-005964,njo0399
fig-005965,njo0410
fig-005966,jw040
fig-005967,jw041
fig-005968,jw039
fig-005969,jw037
fig-005970,jw038
fig-005971,jw017
fig-005972,jw018
fig-005973,jw042
fig-005974,jw005
fig-005975,jw006
fig-005976,jw014
fig-005977,jw016
fig-005978,jw013
fig-005979,stu012
fig-005981,jw009
fig-005982,hrf001
fig-005983,hrf002
fig-005984,jw008
fig-005985,hrf003
fig-005986,jw007
fig-005987,hrf004
fig-005988,jw012
fig-005989,jw010
fig-005990,jw002
fig-005991,jw001
fig-005992,jw003
fig-005993,jw004
fig-005994,jw059
fig-005995,jw019
fig-005996,jw056
fig-005997,jw060
fig-005998,jw058
fig-005999,jw057
fig-006000,jw047
fig-006001,jw054
fig-006002,jw045
fig-006003,jw046
fig-006004,jw032
fig-006005,jw031
fig-006006,jw033
fig-006007,jw028
fig-006008,jw029
fig-006009,jw030
fig-006010,jw035
fig-006011,jw034
fig-006012,jw036
fig-006013,jw027
fig-006014,jw024
fig-006015,jw025
fig-006016,jw026
fig-006017,jw044
fig-006018,jw043
fig-006019,jw055
fig-006020,jw052
fig-006021,jw048
fig-006022,jw053
fig-006023,jw049
fig-006024,jw050
fig-006025,jw051
fig-006026,incr003
fig-006027,incr002
fig-006028,incr004
fig-006029,incr009
fig-006030,incr006
fig-006031,incr005
fig-006032,incr008
fig-006033,incr001
fig-006034,incr007
fig-006036,colsh03
fig-006037,colsh16
fig-006038,colsh14
fig-006039,colsh06
fig-006040,colsh09
fig-006041,colsh08
fig-006042,colsh15
fig-006043,colsh11
fig-006044,colsh13
fig-006045,colsh01
fig-006046,colsh05
fig-006047,colsh07
fig-006048,colsh02
fig-006049,hp012
fig-006050,hp010
fig-006051,hp007
fig-006052,hp005
fig-006053,hp016
fig-006054,hp011
fig-006055,hp009
fig-006056,hp008
fig-006057,hp040
fig-006058,hp015
fig-006059,hp002
fig-006060,hp004
fig-006061,hp003
fig-006062,hp006
fig-006063,hp025
fig-006064,hp023
fig-006065,hp033
fig-006066,hp032
fig-006067,hp021
fig-006068,hp019
fig-006069,hp020
fig-006070,hp038
fig-006071,hp039
fig-006072,hp079
fig-006073,hp078
fig-006074,41983
fig-006075,hp111
fig-006076,hp095
fig-006077,hp112
fig-006078,hp106
fig-006079,hp107
fig-006080,hp108
fig-006081,hp110
fig-006082,hp109
fig-006083,hp105
fig-006084,hp104
fig-006085,hp026
fig-006086,hp027
fig-006087,hp028
fig-006088,hp017
fig-006089,hp018
fig-006090,hp029
fig-006091,hp030
fig-006092,hp031
fig-006093,hp022
fig-006094,hp047
fig-006095,hp059
fig-006096,hp044
fig-006097,hp043
fig-006098,hp042
fig-006099,hp051
fig-006100,hp052
fig-006101,hp050
fig-006102,hp024
fig-006103,hp068
fig-006104,hp066
fig-006105,hp065
fig-006106,hp067
fig-006107,hp064
fig-006108,hp057
fig-006109,hp058
fig-006110,hp049
fig-006111,hp053
fig-006112,hp060
fig-006113,hp056
fig-006114,hp055
fig-006115,hp054
fig-006116,hp062
fig-006117,hp048
fig-006118,hp041
fig-006119,hp099
fig-006120,hp097
fig-006121,hp102
fig-006122,hp101
fig-006123,hp096
fig-006124,hp098
fig-006125,hp093
fig-006126,hp100
fig-006127,hp126
fig-006128,hp127
fig-006129,hp128
fig-006130,hp087
fig-006131,hp103
fig-006132,hp113
fig-006133,hp115
fig-006134,hp114
fig-006135,hp089
fig-006136,hp088
fig-006137,hp092
fig-006138,hp091
fig-006139,hp090
fig-006140,hp074
fig-006141,hp072
fig-006142,hp077
fig-006143,hp076
fig-006144,hp075
fig-006145,hp070
fig-006146,gen014
fig-006147,gen013
fig-006148,hp071
fig-006149,hp069
fig-006150,hp073
fig-006151,hp082
fig-006152,hp080
fig-006153,hp081
fig-006154,hp085
fig-006155,hp086
fig-006156,hp083
fig-006157,hp130
fig-006159,hp132
fig-006160,hp129
fig-006161,hp131
fig-006162,hp123
fig-006163,hp122
fig-006164,hp119
fig-006165,hp117
fig-006166,hp118
fig-006167,hp121
fig-006168,hp177
fig-006169,hp179a
fig-006170,hp178
fig-006171,hp176
fig-006172,hp175
fig-006173,hp155
fig-006174,hp174
fig-006175,hp159
fig-006176,hp161
fig-006177,hp162
fig-006178,hp160
fig-006179,hp169
fig-006180,hp153
fig-006181,hp157
fig-006182,hp158
fig-006183,hp154
fig-006184,hp156
fig-006185,hp147
fig-006186,hp148
fig-006187,hp145
fig-006188,hp149a
fig-006189,hp144
fig-006190,hp151
fig-006191,hp146
fig-006192,hp152
fig-006193,hp141
fig-006194,hp142
fig-006195,hp143
fig-006196,hp140
fig-006197,hp166
fig-006198,hp165
fig-006199,hp164
fig-006200,hp163
fig-006201,hp167
fig-006202,hp168
fig-006204,hp190
fig-006205,hp191
fig-006206,hp187
fig-006207,hp188
fig-006208,hp184
fig-006209,hp185
fig-006210,hp189
fig-006211,hp186
fig-006212,hp183
fig-006213,hp182a
fig-006214,hp180
fig-006215,hp198
fig-006216,hp199
fig-006217,hp196
fig-006218,hp195
fig-006219,hp201
fig-006220,hp200
fig-006221,hp202
fig-006222,hp203
fig-006223,hp192
fig-006224,hp193
fig-006225,hp138
fig-006226,hp136
fig-006227,hp135
fig-006228,hp137
fig-006229,hp205
fig-006230,hp208
fig-006231,hp207
fig-006232,hp152a
fig-006233,hp206
fig-006234,hp204
fig-006235,sw0874
fig-006236,sw0877
fig-006239,sw0875
fig-006240,sw0876
fig-006241,lor111
fig-006242,tlm071
fig-006243,sh0083
fig-006244,gen027
fig-006245,njo0417
fig-006246,njo0418
fig-006247,njo0420
fig-006248,njo0419
fig-006249,coltlbm24
fig-006250,coltlbm21
fig-006251,coltlbm22
fig-006252,coltlbm23
fig-006253,cty0512
fig-006254,njo0108
fig-006255,loc114
fig-006256,njo0486
fig-006257,njo0484
fig-006258,njo0483
fig-006259,njo0485
fig-006260,col331
fig-006261,col333
fig-006262,col332
fig-006263,hp171
fig-006264,hp170
fig-006265,hp172
fig-006266,hp173
fig-006267,iaj030
fig-006268,sw0637a
fig-006269,cty0181
fig-006270,gb015
fig-006271,gb018
fig-006272,gb016
fig-006273,gb017
fig-006274,gb019
fig-006275,gb020
fig-006276,gb006
fig-006277,gb009
fig-006278,gb008
fig-006279,gb010
fig-006280,gb007
fig-006281,gb014b
fig-006282,gb013a
fig-006283,gb005a
fig-006284,gb012a
fig-006285,gb004i
fig-006286,gb001i
fig-006287,gb002i
fig-006288,gb003i
fig-006289,hf005
fig-006290,hf004
fig-006291,hf001
fig-006292,hf003
fig-006293,hf002
fig-006294,hf018
fig-006295,hf017
fig-006296,hf021
fig-006297,hf020
fig-006298,hf019
fig-006299,hf015
fig-006300,hf014
fig-006301,hf010
fig-006302,pop016
fig-006303,pop013
fig-006304,pop014
fig-006305,pop004
fig-006306,pop015
fig-006307,pop010
fig-006308,pop011
fig-006309,pop003
fig-006310,pop012
fig-006311,pop002
fig-006312,pop001
fig-006313,pop007
fig-006314,pop009
fig-006315,pop008
fig-006316,pop005
fig-006317,pop006
fig-006318,hs040
fig-006319,hs009
fig-006320,hs011
fig-006321,hs024
fig-006322,hs042
fig-006323,hs057
fig-006324,hs017
fig-006325,hs005
fig-006326,hs018
fig-006327,hs016
fig-006328,hs023
fig-006329,hs003
fig-006330,hs015
fig-006331,gen099
fig-006332,hs022
fig-006333,hs020
fig-006334,hs021
fig-006335,hs013
fig-006336,hs012
fig-006337,hs014
fig-006338,hs028
fig-006339,hs029
fig-006340,hs027
fig-006341,hs004
fig-006342,hs010
fig-006343,hs025
fig-006344,hs026
fig-006345,hs006
fig-006346,hs007
fig-006347,hs008
fig-006348,hs039
fig-006349,hs038
fig-006350,hs035
fig-006351,hs037
fig-006352,hs036
fig-006353,hs054
fig-006354,hs052
fig-006355,hs055
fig-006356,hs053
fig-006357,hs051
fig-006358,hs050
fig-006359,hs049
fig-006360,hs044
fig-006361,hs045
fig-006362,hs043
fig-006363,hs046
fig-006364,hs047
fig-006365,hs048
fig-006366,hs031
fig-006367,hs034
fig-006368,hs033
fig-006369,hs032
fig-006370,hs034
fig-006371,hs033
fig-006372,hs032
fig-006373,hs030
fig-006374,hs056
fig-006375,pln112
fig-006376,pln103
fig-006377,pln107
fig-006378,soc033
fig-006379,pln108
fig-006380,old009
fig-006381,old004
fig-006382,old001
fig-006383,old005
fig-006384,old022
fig-006385,old023
fig-006386,old032
fig-006387,old034
fig-006388,old033
fig-006389,old031
fig-006390,old030
fig-006391,stu013a
fig-006392,stu010
fig-006393,rsq015
fig-006394,stu003
fig-006395,hrf010
fig-006396,hrf012
fig-006397,hrf005
fig-006398,hrf011
fig-006399,hrf006
fig-006400,st007
fig-006401,st008
fig-006402,st005
fig-006403,st001
fig-006404,st002
fig-006405,st006
fig-006406,st004
fig-006407,st003
fig-006408,soc055
fig-006409,soc088
fig-006410,soc090
fig-006411,soc082
fig-006412,soc094
fig-006413,soc098
fig-006414,soc008
fig-006415,soc015
fig-006416,soc021
fig-006417,soc027
fig-006418,soc033
fig-006419,soc039
fig-006420,soc012
fig-006421,soc019
fig-006422,soc025
fig-006423,soc031
fig-006424,soc041
fig-006425,soc013
fig-006426,soc020
fig-006427,soc032
fig-006428,soc026
fig-006429,soc042
fig-006430,ixs004
fig-006431,ixs006a
fig-006432,ixs007
fig-006433,ixs005
fig-006434,ixs004a
fig-006435,hol172
fig-006436,hol173
fig-006437,hol171
fig-006438,gen091
fig-006439,gen090
fig-006440,hol169
fig-006441,hol168
fig-006442,coltlbm40
fig-006443,idea046
fig-006444,idea048
fig-006445,idea044
fig-006446,idea047
fig-006447,idea058
fig-006448,idea062
fig-006449,idea056
fig-006450,idea060
fig-006451,idea057
fig-006452,idea061
fig-006453,idea059
fig-006454,old038
fig-006455,old049
fig-006456,old048
fig-006457,old015
fig-006458,old024
fig-006459,old026
fig-006460,old027
fig-006461,old040
fig-006462,old037
fig-006463,old042
fig-006464,old041
fig-006465,old051
fig-006466,old043
fig-006467,old044
fig-006468,old050
fig-006474,coltlnm15
fig-006475,coltlnm05
fig-006476,coltlnm16
fig-006477,min010
fig-006478,min012
fig-006479,min023
fig-006480,min011
fig-006481,min014
fig-006482,min013
fig-006483,min015
fig-006484,min030
fig-006485,min028
fig-006486,min029
fig-006487,min027
fig-006488,min032
fig-006489,min033
fig-006490,min031
fig-006491,min025
fig-006492,min016
fig-006493,min026
fig-006494,min024
fig-006495,min020
fig-006496,min019
fig-006497,min021
fig-006498,min022
fig-006499,min018
fig-006500,min055
fig-006501,min056
fig-006502,min047
fig-006503,min048
fig-006504,min049
fig-006505,min046
fig-006506,min045
fig-006507,min044
fig-006508,min043
fig-006509,min042
fig-006510,min057
fig-006511,min059
fig-006512,min052
fig-006513,min054
fig-006514,min051
fig-006515,min050
fig-006516,min053
fig-006517,min064
fig-006518,min063
fig-006519,min058
fig-006520,min060
fig-006521,min061
fig-006522,min062
fig-006523,min073
fig-006524,min072
fig-006525,min070
fig-006526,min071
fig-006527,min068
fig-006528,min069
fig-006529,min067
fig-006530,min066
fig-006531,min065
fig-006532,min034
fig-006533,min037
fig-006534,min036
fig-006535,min035
fig-006536,min039
fig-006537,min040
fig-006538,min038
fig-006539,min041
fig-006540,min074
fig-006541,min077
fig-006542,min076
fig-006543,min075
fig-006544,min079
fig-006545,min078
fig-006546,min080
fig-006547,min081
fig-006548,mba006
fig-006549,mba005
fig-006550,mba004
fig-006551,cas215
fig-006552,cas384
fig-006553,cas289
fig-006554,cas121
fig-006555,cas115
fig-006556,cas307
fig-006557,cas170
fig-006558,cas171
fig-006559,cas195
fig-006560,cas198
fig-006561,cas189
fig-006562,cas189a
fig-006563,cas190
fig-006564,cas414
fig-006565,cas191
fig-006566,cas199
fig-006567,cas280a
fig-006568,cas200
fig-006569,cas194
fig-006570,cas197
fig-006571,cas192
fig-006572,cas193
fig-006573,cas169
fig-006574,cas167
fig-006575,cas183
fig-006576,cas181
fig-006577,cas231
fig-006578,cas187
fig-006579,cas182
fig-006580,cas182
fig-006581,cas188
fig-006582,cas184
fig-006583,cas185
fig-006584,cas180
fig-006585,cas186
fig-006586,cas179
fig-006587,cas173
fig-006588,cas172
fig-006589,gen002
fig-006590,cas166
fig-006591,cas176
fig-006592,cas175
fig-006593,cas322
fig-006594,cas177
fig-006595,cas174
fig-006596,cas055
fig-006597,cas054
fig-006598,cas052
fig-006599,cas206
fig-006600,cas203
fig-006601,cas212
fig-006602,cas211
fig-006603,cas210
fig-006604,ow006
fig-006605,ow007
fig-006606,ow008
fig-006607,ow010
fig-006608,ow009
fig-006609,ow004
